Start Date,RELIANCE IS Equity,ITC IS Equity,MM IS Equity,SBIN IS Equity,HNDL IS Equity,TATA IS Equity,SUNP IS Equity,TTAN IS Equity,HDFCB IS Equity,BPCL IS Equity,CIPLA IS Equity,APNT IS Equity,ONGC IS Equity,JSTL IS Equity,WPRO IS Equity,DRRD IS Equity,HMCL IS Equity,HUVR IS Equity,INFO IS Equity,KMB IS Equity,LT IS Equity,MSIL IS Equity
13-11-2013,381.02,209.43,447.68,169.71,113.95,33.56,608.1,232.85,316.85,111.07,412.3,522.85,179.23,83.31,180.86,2470.05,2001.6,582.75,416.51,359.13,613.2,1579.5
14-11-2013,384.29,209.63,462.58,172.31,115.2,35.21,598.75,233.65,321.1,114.72,403,513.15,180.07,86.48,182.36,2461.6,2049.05,580.25,419.28,362.83,626.37,1612.6
15-11-2013,384.29,209.63,462.58,172.31,115.2,35.21,598.75,233.65,321.1,114.72,403,513.15,180.07,86.48,182.36,2461.6,2049.05,580.25,419.28,362.83,626.37,1612.6
18-11-2013,394.72,217.4,472.4,176.76,119,36.29,610.75,236.25,334.4,117.5,402.2,526.3,186.03,87.26,184.58,2466.6,2055.15,596.65,425.51,371.53,652.03,1629.35
19-11-2013,396.34,215.67,473.75,182.34,124.25,35.95,606.15,234.1,330.03,115.17,400.75,531.3,184.9,88.73,183.02,2451.85,2059.85,592.25,430.37,367.68,663.9,1682.55
20-11-2013,389.19,213.83,470.98,179.57,120.75,36.12,597.15,227.8,324.77,111.85,392.85,524.3,184.47,89.59,181.14,2426.2,2012.5,581.5,425.28,366.48,651,1649.85
21-11-2013,382.47,208.63,467.23,176.3,119.5,35.89,581.15,223.8,318.83,110.37,386.65,509.25,180.3,88.86,179.4,2409.55,1996.75,574.2,418.04,355.75,632.07,1647
22-11-2013,380.73,205.8,468.28,173.8,118.4,36.82,574.95,227.55,321.08,110.95,385,508.1,185.47,87.46,179.23,2433.75,1975.65,571.6,418.45,358.3,642.77,1640.15
25-11-2013,384.32,210.8,471.58,180.67,118.15,37.33,580.85,228.3,329.88,115.8,387.1,516.3,192.23,88.76,179.57,2440.15,2026.35,581,415.75,372.83,668.43,1678.9
26-11-2013,379.6,207.17,472.6,178.53,118.45,36.75,572.9,224.5,326.48,108.28,386.2,506.7,191.43,89.06,178.09,2411.4,2045.95,588.7,414.53,372.93,669.67,1663.3
27-11-2013,378.11,209.43,470.75,176.37,118.75,37.03,570.15,227.8,326.77,110.07,381.95,504.75,193.27,91.97,176.18,2428.2,2051.9,583.75,411.66,373.53,671.03,1659.95
28-11-2013,382.63,209,479.43,176.36,121.4,37.61,570.8,227.25,326.7,111.27,379.95,504.85,194.63,91.5,177.23,2456.75,2059.25,589.75,415.98,375.95,681.93,1666.65
29-11-2013,384.99,213.6,472.63,181.95,122.7,37.58,572,229.05,330.65,113.33,391.25,503.65,199.4,91.85,176.55,2484.8,2052.95,594.75,419.32,378.4,697.3,1676.15
02-12-2013,385.94,214.33,480.1,182.22,121.85,38.3,595.35,228.45,330.65,115.13,391.9,505.1,196.6,93.4,180.47,2498.6,2063.8,582.1,417.34,385.28,713.37,1661.4
03-12-2013,388.92,212.8,474.63,181.35,124.05,38.44,592.9,225.4,327.88,116.68,390.6,504.45,194.93,93.33,180.92,2466.15,2050.4,579,418.59,379.35,703.1,1663.25
04-12-2013,386.28,208.57,471.9,181.74,120.7,38.83,590.85,225.05,328.8,116.9,390.05,502.35,191.27,93.17,184.26,2449.85,2031.7,572,420.67,374.53,692.83,1639.75
05-12-2013,393.03,205.83,472.18,185.6,121.75,39.53,576.6,226.7,344.05,119.45,387.55,504.85,193.93,93.25,184.84,2414.75,2050.5,565.35,418.91,380.98,724.3,1700.15
06-12-2013,391.09,207.37,472.65,185.96,120.5,39.65,581.3,231.05,341.35,121.43,388.75,504.75,196.03,92.71,185.18,2422.7,2095.1,559.65,415.73,378.93,730.93,1701.5
09-12-2013,396.61,208.7,483.5,189.08,123.9,39.49,586.45,229.75,348.33,121.8,385.4,504.65,203.37,93.08,190.2,2454.25,2123.2,559.75,417.35,381.95,764.6,1763.75
10-12-2013,399.19,211.93,476.5,184.33,125.1,39.71,585.9,226.75,348.35,119.23,388.6,504.7,198.7,95.01,193.76,2453,2200.05,563.2,421.36,386.25,733.6,1751.8
11-12-2013,398.26,213.9,474.95,179.66,123.45,39.24,583.35,225,347.78,116.7,387.1,501.75,194.53,94.1,194.48,2442,2162.75,565.45,421.79,384.48,720.4,1753
12-12-2013,392.67,211.2,470.9,177.7,121.05,38.72,574.35,222.4,347.6,116.67,380.95,497.8,188.87,93.15,191.49,2403.4,2124.4,562.75,420.48,382.55,710.03,1714.8
13-12-2013,390.18,210.2,475.28,174.36,118.7,38.95,571.15,219.85,344.98,114.02,376.7,494.1,186.67,92.16,194.53,2400.5,2060.95,560.85,421.73,379.25,699.97,1689.6
16-12-2013,381.32,208.53,463.3,173.21,116.65,38.36,556.15,225.05,342.18,113,375.9,485.85,184.43,91.36,196.54,2400.3,2043.4,557.2,431.53,375.4,705.57,1701.6
17-12-2013,378.68,210.2,465.88,171.83,116.45,38.34,568.15,229.7,328.8,114.02,387.8,490.65,183.13,92.44,194.21,2427.25,2054.9,556.85,432.04,370.3,709.67,1701.9
18-12-2013,388.04,210.37,474.08,176.34,117.8,38.92,573.15,235.5,333.13,115.38,392.75,497.15,187.5,94.34,195.64,2468.6,2124,558.05,432.18,375.1,728.47,1729.95
19-12-2013,385.38,209.1,469.45,173.11,119,38.54,582.9,232.8,326.27,112.73,399.5,485.95,182.47,96.04,198.43,2463.5,2083.5,554.95,439.03,360.98,707.3,1780.55
20-12-2013,403.92,210.13,484.9,175.12,119.45,39.21,578.9,228.65,332.3,114.67,401.75,489.6,189.87,96.38,205.84,2512.7,2129.25,568.7,443.92,366.58,707.4,1809.65
23-12-2013,404.42,212.8,482.73,175.85,123.55,39.7,576.25,229.1,332.23,115.7,405.15,486.7,192.53,98.7,207,2513.4,2162.9,565.2,433.56,366.28,712.67,1802.4
24-12-2013,405.23,212.7,481.75,175.93,122,39.25,567.3,228.2,328.65,116,399.65,487.4,190.5,98.87,202.54,2539.55,2130.7,565.1,435.8,364.4,717.33,1788.8
25-12-2013,405.23,212.7,481.75,175.93,122,39.25,567.3,228.2,328.65,116,399.65,487.4,190.5,98.87,202.54,2539.55,2130.7,565.1,435.8,364.4,717.33,1788.8
26-12-2013,400.49,213.5,480.43,175.35,121.1,39.9,569.9,229.95,334.53,118.15,398.05,489.85,194.87,99.88,205.73,2513.45,2098,563.6,440.08,362.95,715.13,1793.6
27-12-2013,396.57,214.97,483.58,177.01,122.45,39.87,575.95,229.45,334.83,117.22,405.15,485.1,194.7,100.74,208.16,2519.65,2087.2,568.75,445.16,370.03,718.63,1775.05
30-12-2013,400.29,214.93,474.2,176.46,121.75,39.92,569.5,228.95,334.75,116.12,400.05,487.85,193.03,102.23,206.83,2525.6,2068.25,573.35,437.79,365.9,709.33,1777.2
31-12-2013,403.95,214.57,472.1,176.65,122.6,39.79,567.45,229.5,332.93,115.97,400.8,490,192.6,101.72,209.7,2534.6,2075.3,570.65,435.71,364.13,713.5,1763.9
01-01-2014,401.06,214.93,474,176.51,121.8,39.95,572.35,230.8,332.58,116.4,401.75,499.75,192.07,101.54,207.26,2537.45,2085.85,572.35,433.5,361.28,712.37,1764
02-01-2014,394.83,209.97,468.05,174.26,120.65,39.33,573.85,226.35,328.5,113.15,392.3,485.55,187.8,100.91,207.36,2528.5,2080.55,562.4,435.07,353.7,690.7,1768.4
03-01-2014,389.98,209.83,450.13,171.97,118.75,38.7,579.7,227.4,331.55,109.77,391.75,489.5,183.87,99.41,208.73,2495.7,2101.05,565,445.64,356.28,674.7,1798.6
06-01-2014,385.78,210.43,447.7,168.82,118.25,38.3,588.25,227.8,330.85,109.93,391.6,490.65,187.3,103.43,209.25,2471.25,2068.9,563.5,439.74,357.05,673.67,1807.7
07-01-2014,379.99,211.13,451.55,166.14,116.05,37.03,594.2,226.05,332.2,107.85,390.85,489.95,184.17,102.76,206.33,2491.25,2069,558.95,432.14,354.08,679.67,1845.75
08-01-2014,383.12,211.23,454.3,165.72,115.25,36.81,600.9,222.75,332.35,105.85,404.2,490.5,182.13,102.63,205.18,2532.25,2064.65,559.15,428.51,356.45,665.57,1837.5
09-01-2014,383.87,210.4,447.18,163.98,112.65,36.66,607,223.85,331.48,108.42,403.1,490.1,186.87,102.56,202.84,2586.9,2068.3,554.15,431.35,355.08,647.93,1811.8
10-01-2014,387.23,215.07,437.28,160.82,110.55,36.07,609.4,220.25,331.03,108.77,399.1,492,189.37,102.33,207.51,2625.55,2039.1,549.8,443.91,350.23,637.37,1794.1
13-01-2014,397.27,216.97,444.13,164.13,110,36.21,602.35,221.1,336.43,110.5,402.25,494.05,195.27,101.93,210.54,2626.55,2037,545.7,458.13,358.45,653.7,1782.75
14-01-2014,397.76,216.3,445.53,162.75,109.4,35.12,603.55,221,336.15,109.4,411.15,487.4,193.5,100.99,207.6,2649,2037.2,538.4,460.84,355.65,648,1773.35
15-01-2014,399.55,219.23,452.45,164.07,110.85,35.18,603.5,218.05,340.28,109.1,418.05,493.5,194.53,99.04,210.26,2650.2,2073.5,545.2,464.01,364.58,666.07,1800.1
16-01-2014,399.86,217,446.33,163.62,112.95,35.75,592.75,218.2,336.53,110.12,412.65,495.6,191.3,102.35,214.33,2644.5,2076.65,552.1,465.63,365.73,669.33,1789.85
17-01-2014,399.23,216.57,449.78,162.16,111.3,35.43,594,217.05,332.5,113.37,417.6,491.55,191.67,100.02,207.26,2651.85,2075.75,558.9,466.22,363.55,668.57,1775.2
20-01-2014,392.46,220.13,453.38,164.19,112.1,35.14,589.4,216.5,335.03,114.18,419.85,490,191.43,98.7,214.89,2653.4,2086,555.1,468.66,364.08,665.97,1778.2
21-01-2014,389.44,219.37,451.8,165.95,113,35.99,580.35,217.8,338.05,112.43,417.4,479.25,191.33,99.08,214.33,2651.55,2068.05,559.8,469.79,353.15,674.33,1801.9
22-01-2014,393.68,218.23,458.23,164.69,115.2,36.89,597.45,217.35,338.55,114.65,422.7,472.6,193.2,99.46,216.73,2670.6,2059.9,566.45,470.74,355.15,669.87,1807.85
23-01-2014,390.68,219.3,445.05,165.83,114.3,36.52,609.35,225.35,339.75,115.77,419.55,473,190.07,99.43,216.94,2669.2,2053.6,567.1,474.06,352.65,688.63,1793.8
24-01-2014,391.51,216.17,442.4,162.12,114,35.27,603.6,218.7,336.7,114.38,414.4,478.1,188.8,97.01,214.82,2660.95,2036.65,565.8,469.77,342.38,670.9,1774.25
27-01-2014,380.46,216.13,433.43,159.45,111.1,33.17,597.8,215.85,324.6,112.55,415,476.4,184.67,91.47,213.96,2633.1,2016.75,575.25,466.53,329.05,653.43,1702.3
28-01-2014,381.23,217.77,437.55,159.63,113.8,34.4,581.9,217,322.23,114.07,409.25,476.8,183.5,93.06,212.85,2651.85,2013.15,569.7,459.39,329.9,655.67,1566
29-01-2014,377.5,216.67,430.98,157.37,111.75,33.58,591.45,214.65,322.73,118.3,414.5,482.9,184.67,93.31,214.31,2655.25,2071.5,569.6,464.73,332,662.1,1673.85
30-01-2014,372.27,216.4,433.95,151.66,108.1,32.51,593.6,222.8,315.9,117.5,413.45,477.5,181.47,89.62,214.2,2619.8,1998.1,570.4,463.03,325.02,653.63,1635.9
31-01-2014,375.04,216.73,445.1,152.39,109.55,33.4,588.7,221.55,314.25,120.9,410.6,471.7,183.7,91.74,215.64,2609.55,1969.2,570.1,462.64,328.53,657.27,1636.25
03-02-2014,370.42,213.53,442.43,148.83,103.45,32.19,594.3,219.95,313.25,118.82,412.5,469.9,178.53,85.26,212.23,2653.15,1962,569.75,453.64,327.48,652.87,1618.5
04-02-2014,370.71,216.6,426.88,151.54,102.45,32.17,587.75,221.75,315.3,118.43,415.15,476,178.67,84.33,208.37,2596.65,1986.1,570.25,445.14,332.65,655.33,1619.65
05-02-2014,368.77,212.63,439.18,152.17,104.25,33.72,583.6,220.9,318.73,118.2,415.15,484.45,180.17,84.68,210.15,2595.7,1988.2,570,447.66,333.75,656.93,1606.7
06-02-2014,368.14,216.37,448.48,150.48,105.75,33.89,584.9,225.55,323.5,117.62,410.05,484.05,178.6,84.24,213.21,2599.95,1984.2,586.55,445.46,330.25,650.17,1639.7
07-02-2014,367.51,215.63,447.78,152.76,106.4,36.07,601.65,225.7,323.88,117.38,417.05,490.5,179.53,86.88,210.62,2631.9,2005.5,577.65,445.82,329.43,656.1,1664.95
10-02-2014,370.89,216.67,447.1,151.41,106.8,35.88,611.65,230.95,321.95,118.27,414.55,487,181.5,85,211.2,2672.15,1999.75,564,446.73,323.63,663.93,1688.85
11-02-2014,363.36,216.73,448.53,151.97,104.55,36.56,608.3,232.3,322.4,119.88,412.5,484.35,183.97,85.96,211.18,2660.45,1961.8,562.45,449.53,323.63,662.43,1678.15
12-02-2014,369.07,213.7,447.75,153.25,103.5,35.12,611.05,230.3,322.73,121.58,412.75,477.35,188.73,84.34,210.92,2615.4,1974.85,569.45,450.01,324.77,673.67,1647.7
13-02-2014,364.33,211.27,453.33,150.06,100.2,34.47,615.3,229.35,316.25,118.33,380.3,468.8,182.33,81.51,208.2,2562.6,1967.5,557.25,448.23,318.4,657.97,1641.25
14-02-2014,370.94,213.2,452.2,147.51,99.9,34.78,609.05,231.55,320.9,118.6,373.35,472.8,184.27,83.43,211.43,2580.05,1937.3,560.25,455.54,323.23,661.83,1643.4
17-02-2014,366.54,213.4,464.05,147.36,98.5,35.09,605.1,228.95,325.2,119.17,374.35,473.25,185.17,84.65,210.38,2643.5,1972.75,560.25,457.27,325.38,665.53,1665.7
18-02-2014,366.92,211.27,467.58,150.1,99.3,35.62,609.75,228.65,330.2,118.33,371.9,473.1,184.53,87.11,208.89,2652,1979.4,562.25,460.25,340.15,678.27,1708.45
19-02-2014,366.52,211.1,471.6,150.81,98.85,35.07,623.3,232.6,335.03,117.13,373.2,468.5,186.27,86.89,212.08,2668.35,1944.25,558.7,469.18,342.95,687.53,1698.1
20-02-2014,363.45,207.9,464.98,148.06,97.35,34.41,619.65,234.15,331.38,115.6,371.2,461.6,184.13,86.79,211.95,2715.9,1925.95,554.05,463.91,334.88,689.77,1683.3
21-02-2014,366.18,211.73,465,150.21,97.65,35.12,615.15,234.05,332.2,120.42,369.2,464,184.63,88.6,214.33,2733.35,1919.15,555.35,468.84,336.03,703.43,1675.6
24-02-2014,366.56,213.37,472.05,151.05,97.45,34.63,620.6,235.7,335.5,121.33,367.5,470.8,188.13,88.28,216.62,2795.85,1949.5,554.9,468.74,338.8,723.1,1684.4
25-02-2014,365.75,214.63,471.95,150.6,98.8,33.82,619.05,243.2,335.55,123.95,374.75,472.05,187.83,85.76,223.59,2769.15,1950.05,554.45,472.86,337.88,725.27,1678
26-02-2014,365.82,219.17,482.35,152.04,98.4,32.77,628.1,245.6,338.7,125.82,375.3,477.15,188.97,85.82,226.14,2833.2,1975.2,554.75,475.94,342.7,731.1,1664.05
27-02-2014,365.82,219.17,482.35,152.04,98.4,32.77,628.1,245.6,338.7,125.82,375.3,477.15,188.97,85.82,226.14,2833.2,1975.2,554.75,475.94,342.7,731.1,1664.05
28-02-2014,360.97,218.43,487.25,153.32,105.35,32.25,644.7,242.5,334.8,126,384.3,473,194.23,87.6,223.97,2895.5,1967.15,549.25,478.11,342.25,739.77,1589
03-03-2014,362.52,219.47,476.13,151.83,105.6,32.39,625.1,249.25,333.1,125.55,376.6,472.95,193.73,86.88,219.71,2815.55,1956.35,543.2,474.78,334.98,731.7,1582.2
04-03-2014,366.83,221.1,477.9,155.04,113.6,33,619.4,254.8,335.85,126.72,378.65,475.6,197.23,89.08,220.58,2801.1,1976.9,554.9,474.94,338.35,744.47,1597.4
05-03-2014,364.15,222.2,474.28,157.66,115.75,33.39,623.7,245.65,334.88,129.15,385.5,474.6,200.33,89.67,221.44,2786.9,1974.3,551.2,477.71,340.4,748.9,1625.4
06-03-2014,371.12,223.03,477.68,157.74,120.8,34.17,621,246.8,337.8,133.7,379.75,474.55,205.9,90.83,219.32,2827,2011.9,549.05,478.99,343.68,761.67,1650.45
07-03-2014,392.3,225.43,491.78,164.97,124.55,34.81,612.3,255,355.73,139.32,381.2,481,210.73,94.09,212.01,2725.3,2008.95,550.4,467.54,355.78,799.1,1735.05
10-03-2014,399.55,223.73,507.93,169.22,121.95,34.16,597,250.55,367.23,139.6,375.4,484.85,213.27,97.23,208.97,2686.65,2015.95,557.2,458.95,376.2,824.6,1801.1
11-03-2014,394.72,222.67,497.25,167.48,117.4,32.25,580.25,248.75,362.58,138.22,376.95,480.7,215.4,93.67,209.94,2678.7,2019.45,560.35,459.42,372.1,820.03,1754.15
12-03-2014,393.18,227.33,495.63,164.51,114.75,31.86,604.3,252.25,362.78,137.63,378.7,494.3,211.3,94.58,212.53,2687.5,2061.6,560.25,458.91,372.43,812.17,1764.05
13-03-2014,396.88,228.93,508.03,165.21,115.65,31.6,572.95,251.65,371.18,147.93,380.4,493.75,216.1,92.85,211.35,2727.15,2100.45,561.85,419.7,382.18,816.8,1747.35
14-03-2014,399.86,231.47,513.5,165.42,115.2,32.06,582.05,253.15,366.08,148.25,386.5,495.5,215.17,93.94,205.35,2780.5,2124.35,553.65,424.27,377.98,836.63,1738.45
17-03-2014,399.86,231.47,513.5,165.42,115.2,32.06,582.05,253.15,366.08,148.25,386.5,495.5,215.17,93.94,205.35,2780.5,2124.35,553.65,424.27,377.98,836.63,1738.45
18-03-2014,404.51,237.27,504.8,170.13,114.85,31.96,579.35,255.35,367,149.77,385.85,501.6,216.63,94.82,202.67,2787.6,2132.05,556.05,418.82,382.65,827.03,1868.2
19-03-2014,407.47,239.8,490.23,170.89,120.05,33.45,585.3,254.85,369.23,149.4,382.8,513.05,209.2,97.17,204.41,2801.15,2113.85,561.6,408.97,381.2,830.67,1869.75
20-03-2014,408.82,237.2,489.15,167.8,119.65,32.83,590.2,253.4,365.1,143.73,387.25,515.6,210.53,94.87,207.13,2778.85,2104.6,572.55,412.88,373.63,812.7,1856.55
21-03-2014,399.7,238.47,485.23,170.22,123.5,34.04,580.4,255,366.93,142.7,387.95,510.1,204.27,98.15,213.08,2778.6,2068.15,571.7,413.21,372.05,811.07,1868.55
24-03-2014,408.55,240.43,493.9,172.56,121.6,34.06,579.3,252.9,375.33,144.67,391.05,523.9,214.07,97.93,211.05,2750.05,2120,582.35,409.48,382.78,820.23,1886.3
25-03-2014,396.77,241.87,486.7,174.34,120.75,34.44,579.3,255.4,375.08,148.52,391.25,525.3,213.27,98.05,205.69,2723.45,2190.2,592.75,406.8,386.33,832.3,1901.7
26-03-2014,402.14,239.37,479.48,176.75,125.4,35.16,566.6,248.75,373.03,148.38,387.1,529.1,216.87,99.75,204.58,2633.6,2180.7,591.55,406.11,385.78,850.53,1937.1
27-03-2014,406.45,239.93,482.43,183.7,125.4,35.22,560.55,253.8,373.38,151.52,386.4,539.05,220.67,100.02,207.53,2588.6,2250.3,599.8,403.88,385.95,855.73,1935.55
28-03-2014,413.4,238.97,484.13,190.2,130.9,35.79,563.2,253.15,372.48,152.75,386.95,539.85,219.6,98.49,207.02,2625.8,2253.25,599.8,407.83,389,858.77,1931.4
31-03-2014,419.99,235.23,490.35,191.77,141.75,36.96,574.75,262.7,374.4,153.35,382.8,547.95,212.47,103.6,203.7,2563.9,2274.8,605.55,410.35,390.53,847.93,1971.75
01-04-2014,425.33,234.63,500.08,189.37,138.2,37.63,572.1,265.15,369.05,148.97,381.5,536.65,215.87,102.29,210.39,2601,2250,601.75,414.24,381.85,852.7,1930.85
02-04-2014,432.37,229.57,501,193.49,136,37.85,575.25,265.35,365.95,149.65,389.25,522.8,220,103.15,212.21,2626.8,2249.95,594.6,415.26,384.78,866.97,1933.2
03-04-2014,429.87,230.6,503.6,189.62,137.15,37.3,578.55,268,364.4,146.53,396.4,538.6,217.5,105.72,210.36,2663.6,2250.6,606.3,417.27,379.9,860.07,1939.7
04-04-2014,426.08,229.83,499.5,190.28,137.65,37.71,571.8,269.8,362.73,147.87,404.1,530.7,217.1,106.43,207.53,2650.05,2250.9,605.3,414.51,377.55,851.4,1927.2
07-04-2014,426.03,230.3,507.05,192.24,137.35,38.15,588.1,262.75,362.68,146.03,396.6,539.55,217.07,105.85,208.84,2606.15,2239.35,604.8,411.68,384.73,856.23,1904.95
08-04-2014,426.03,230.3,507.05,192.24,137.35,38.15,588.1,262.75,362.68,146.03,396.6,539.55,217.07,105.85,208.84,2606.15,2239.35,604.8,411.68,384.73,856.23,1904.95
09-04-2014,434.16,231.97,511.58,198.5,142.9,39.28,630,264.25,370.93,146.68,401,547.7,214.97,106.5,207.92,2624.4,2244.3,609.1,406.82,392.28,865.37,1932.5
10-04-2014,437.27,229.23,510.58,202.81,142.5,39.19,615.4,262.95,369.7,150.62,397.4,541.5,214.63,107.34,210.45,2550.45,2207.45,617.9,400.15,401.63,876.17,1959.95
11-04-2014,430.37,229,502.75,199.42,140.7,39.39,628.15,262.75,369.08,148.12,402.05,543.7,213.33,105.98,213.04,2576.9,2174.05,609.4,404.39,402.83,865.67,1935.7
14-04-2014,430.37,229,502.75,199.42,140.7,39.39,628.15,262.75,369.08,148.12,402.05,543.7,213.33,105.98,213.04,2576.9,2174.05,609.4,404.39,402.83,865.67,1935.7
15-04-2014,428.27,227.3,492.35,196.41,134.05,38.38,616.4,257.4,361.98,148.57,400.65,534.5,212.9,101.25,220.71,2575.05,2220.35,612.15,407.48,395.43,865.23,1927.2
16-04-2014,424.75,230.7,488.28,195.94,135.45,38.81,613.85,255.65,362.98,145.45,396.9,534.9,211.03,101.51,214.54,2536.75,2168.4,607.55,394.66,392.13,839.93,1935.25
17-04-2014,432.78,235.5,498.48,201.73,141.45,39.3,625.05,257.2,359.35,149.93,400.7,543.75,214.9,104.5,219.69,2552.2,2218.85,609.45,399.01,400.4,845.97,1951.35
18-04-2014,432.78,235.5,498.48,201.73,141.45,39.3,625.05,257.2,359.35,149.93,400.7,543.75,214.9,104.5,219.69,2552.2,2218.85,609.45,399.01,400.4,845.97,1951.35
21-04-2014,433.01,235.6,516.58,207.21,143.5,39.73,621.25,259.45,358.23,154.62,399.8,539.2,215.4,109.81,204.83,2549.8,2245.05,599.1,397.87,400.68,881.7,1988.3
22-04-2014,436.68,233.83,513.2,204.86,144.85,39.48,619.95,261.25,363.78,160.93,396.5,536.4,217.57,110.9,198.96,2552.6,2266.5,596.45,393.83,400.65,897.7,1975.6
23-04-2014,436.41,235.47,519.58,206.52,145.15,40.01,625.6,255,366.5,158.37,399.05,529.6,217.33,111.37,196.76,2565.9,2256.15,595.5,396.58,411.2,917.57,1982.05
24-04-2014,436.41,235.47,519.58,206.52,145.15,40.01,625.6,255,366.5,158.37,399.05,529.6,217.33,111.37,196.76,2565.9,2256.15,595.5,396.58,411.2,917.57,1982.05
25-04-2014,427.88,228.97,535.35,208.53,143.75,40.05,622,258.2,363.2,153.55,394.25,514.95,213.97,111.44,194.72,2629.25,2200.15,580.9,396.95,404.25,899.93,1956.2
28-04-2014,426.42,228,533.5,210.62,141.25,39.94,636.65,258.3,362.6,152.15,406.9,500.55,214.23,111.51,198.6,2676.75,2161.1,581,397.26,411.98,885.67,1950.45
29-04-2014,424.3,226.87,534,206.58,137.2,38.04,639.45,260,357.9,153.48,401.2,497.6,213.53,106.2,196.8,2664.65,2145.2,562.45,397.22,403.5,880.93,1916.5
30-04-2014,422.27,227.17,537.1,207.86,134.3,37.59,632.8,254.85,360.65,151.63,397.45,505.15,216.73,108.31,195.88,2706.15,2200.35,567.5,397.6,401.3,862.73,1923
01-05-2014,422.27,227.17,537.1,207.86,134.3,37.59,632.8,254.85,360.65,151.63,397.45,505.15,216.73,108.31,195.88,2706.15,2200.35,567.5,397.6,401.3,862.73,1923
02-05-2014,418.79,226.83,528.92,204.82,131.65,36.59,629.9,258.05,358.55,154.2,402.1,511.45,219.53,109.06,198.19,2737.35,2198.65,562.15,402.46,401.35,842.37,1883.4
05-05-2014,427.25,229.8,529.8,204.46,138.9,37.29,626.6,262.1,358.35,155.88,392.8,518.6,223.6,110.47,195.28,2729.15,2208.1,557.15,397.11,403.8,855.97,1897.85
06-05-2014,434.7,231.97,532.75,205.22,138.7,37.69,626.1,271.2,360.1,155.83,390.9,514.75,224.8,111.2,193.07,2744.35,2182.25,553.7,395.64,403.48,866.67,1910.25
07-05-2014,433.57,231.1,530.98,207.58,135.2,37.51,630.75,272.45,357.8,157.45,382.6,505.65,223.43,109.72,189.79,2742.2,2158.25,553.15,383.42,405.05,863.73,1881.25
08-05-2014,433.32,228.1,532.08,209.18,136.75,37.71,624.2,277.45,359.15,154.15,388.65,504.4,222.67,109.56,191.61,2737.15,2130.4,552.3,383.16,406,866.1,1896.6
09-05-2014,450.15,230.37,551.28,217.33,144.1,39.09,624.1,277.5,378.4,161.93,392.3,521.15,231.97,113.23,192.73,2718,2217.4,556.3,388.93,425.38,895.13,1974.85
12-05-2014,464.19,239.43,564.88,224.27,143.4,39.41,613.35,285.05,396.08,167.48,387.75,538.2,239.07,116.23,191.98,2722.9,2302.8,571.5,396.89,425.35,924.83,2049.9
13-05-2014,479.84,240.57,561.45,227.61,142.2,40.07,609.1,296.1,394.08,169.8,390.6,540.35,248.4,115.33,198.45,2610.75,2429,577.6,408.16,430.53,939.53,2090.35
14-05-2014,471.77,243.77,542.73,228.26,141.2,42.44,612.15,304.7,387.73,172.88,394.55,556.9,245.4,117.09,196.71,2518.35,2431,577.5,406.76,429.73,929.67,2085.2
15-05-2014,475.33,245.43,552.28,227.93,138.5,43.21,621.4,317.4,394.18,172.12,398.1,529.05,252.37,115.59,193.69,2481.6,2440.8,588.95,409.06,434.95,918.93,2117.85
16-05-2014,487,237.97,557.35,241.72,141.2,41.36,613.5,307,402.35,184.03,388.25,536.5,256.1,117.72,188.55,2406.9,2397.65,580.7,397.19,452.83,951.8,2152.15
19-05-2014,505.41,225.4,549.8,256.81,152.05,42.29,584.25,307.3,405.95,191.97,384.75,527.45,277.83,124.26,180.77,2286.15,2448.4,555.8,376.88,458.5,1016.37,2214.65
20-05-2014,487.27,227.23,568.23,252.67,156.2,43.82,587.4,314.1,408.03,186.25,389.35,528.9,266.73,122.8,185.49,2323.25,2362.5,562.6,390.28,451.53,1006.23,2194
21-05-2014,486.61,227.77,575.15,245.93,159.7,43.39,576.9,310.45,404.75,186.77,389.65,546.3,265.63,121.73,184.91,2300.05,2340.75,561.35,394.64,448.33,984.03,2169.2
22-05-2014,496.72,230.53,568.8,251.17,155.1,44.18,580.1,331.4,401.3,186.55,387.85,537.8,261.87,121.39,181.31,2296.1,2310.3,562.9,389.24,446.68,987.1,2264.8
23-05-2014,508.75,228.73,579.65,275.35,152.05,44.86,584.3,325.35,394.83,185.4,387.9,540.55,271.97,126.59,183.75,2308.7,2349.2,561.5,383.69,439.18,1009.33,2385.85
26-05-2014,497.13,229.77,614.58,270.19,147.1,43.87,591.1,321.25,398.58,185.93,381.3,523.6,270.2,124,189.75,2300.1,2300.45,559.85,386.86,430.58,1032.17,2341.3
27-05-2014,490.92,229.2,599,262.94,149.65,44.8,592.5,319,402.45,184.7,378,523.75,263.37,123.05,190.58,2311.8,2314.2,560.15,391.76,435.3,1044.03,2302.05
28-05-2014,491.35,228.57,580.8,261.02,147.2,44.02,584.1,315.1,411.73,180.77,379.85,510.2,256.17,120.56,192.84,2351.6,2347.85,561.9,396.66,429.48,1051.4,2309.95
29-05-2014,484.42,228.33,588.48,260.15,149.3,43.71,586.6,313.85,405.13,178.7,372.45,506.35,249.43,120.88,187.43,2384.1,2344.6,556.45,365.56,430.18,1033.1,2305.85
