Start Date,RELIANCE IS Equity,ITC IS Equity,MM IS Equity,SBIN IS Equity,HNDL IS Equity,TATA IS Equity,SUNP IS Equity,TTAN IS Equity,HDFCB IS Equity,BPCL IS Equity,CIPLA IS Equity,APNT IS Equity,ONGC IS Equity,JSTL IS Equity,WPRO IS Equity,DRRD IS Equity,HMCL IS Equity,HUVR IS Equity,INFO IS Equity,KMB IS Equity,LT IS Equity,MSIL IS Equity
19-06-2009,460.6,66.87,183.94,172.46,88.15,38.7,131.24,59.13,155.89,70.46,265.45,111.78,168.23,60.45,76.33,734.7,1464.85,260.75,221.3,157.39,665.36,1049.9
22-06-2009,440.52,67.73,177.71,169.54,84.25,37.78,128.55,58,154.31,70.02,261.6,109.13,165.64,58.65,76.13,734.85,1474.5,259.25,220.8,155.18,672.51,1066.2
23-06-2009,454.69,65.8,175.85,170.8,81.6,37.56,128.05,56.13,148.55,70.54,259.3,108.69,171.12,56.44,75.74,744.7,1434.75,260.05,218.42,150.13,660.62,1053.35
24-06-2009,451.77,66.25,181.14,171.68,83.85,38.18,134.55,55.75,145.77,71.41,265.05,112.98,175.16,58.97,76.51,743.65,1445.95,262.95,219.69,152.13,670.49,1059.9
25-06-2009,441.78,64.38,175.43,170.4,84.45,37.51,129.16,55.49,146.45,69.2,257,112.71,169.95,59.38,75.16,756.95,1412.05,258.95,219.89,154.41,679.71,1025.8
26-06-2009,457.82,65.57,174.53,174.93,86.7,36.45,114.12,57.05,149.83,70.23,261.55,115.47,174.1,62.3,77.12,770.2,1406.2,266.05,228.39,162.8,715.73,1059.25
29-06-2009,470.86,64.57,176.09,176.52,87.85,37.31,110.02,59.29,150.78,71.13,262.8,117.26,177.66,63.48,76.1,782.8,1383.9,266.6,222.87,167.81,720.8,1067.9
30-06-2009,456.52,63.58,172.81,174.53,86.45,36.65,109.06,58.69,149.32,71.68,253.35,118.78,177.88,61.5,75.85,779.85,1397.6,267.5,222.06,157.95,696.8,1068.95
01-07-2009,464.5,63.77,178.58,177.96,83.5,37.14,111.88,59.04,150.25,75.88,245,118.47,175.27,62.24,76.12,787.25,1399.25,272.85,224.4,160.73,699.44,1072.25
02-07-2009,453.8,63.9,178.46,175.95,84.8,39.44,114.63,59.29,150.05,75.73,248.1,118.5,187.77,61.73,76.61,787.35,1381.8,270.1,224.58,161.5,696.47,1052.4
03-07-2009,457.47,63.9,184.68,180.97,83.8,41.08,115.17,60.27,151.57,76.65,260.75,119.34,189.36,61.56,77.33,797.45,1370.1,273.15,225.64,161.86,714.47,1058.75
06-07-2009,427.13,65.9,177.93,165.35,78,37.2,112.72,61.67,142.4,74.18,257.6,119.37,178.29,57.53,74.69,766.65,1359.25,274.9,220.15,149.14,650.73,1037.6
07-07-2009,418.62,70.4,187.96,163.64,78.05,37.2,114.75,61.36,142.73,74.23,257,120.77,174.91,57.61,75.98,784.8,1436.75,273.45,217.24,149.84,666.73,1080.15
08-07-2009,412.8,69.82,184.35,158.07,77.6,34.01,114.61,60.53,137.53,77.54,256.25,119.28,168.46,53.82,75.28,806.55,1465.9,270.3,213.3,142.28,628.62,1102.25
09-07-2009,418.16,71.13,180.56,160.41,76.05,34.15,117.37,59.26,139.99,78.76,262,117.73,166.39,52.67,74.91,808.5,1475.7,265.75,209.69,141.82,617.33,1099.15
10-07-2009,400.51,70.2,173.55,154.37,72.8,33.11,111.51,58.18,137.89,75.38,262.45,117.13,164.43,51.65,77.21,798.75,1452.25,267.35,215.14,138.82,602.91,1103.6
13-07-2009,395.05,70.28,169.56,154.66,70.3,31.8,114.64,55.62,137.38,74.42,267.6,112.42,165.22,48.53,78.05,766.55,1400.95,263.85,221.26,138.76,591.16,1067
14-07-2009,409.28,70.8,176.3,158.26,73.6,33.57,117.76,58.15,136.26,75.18,272.1,116.5,166.62,53.02,80.34,769.35,1399.55,269.45,226.48,144.78,607.82,1085.75
15-07-2009,423.33,72.42,179.63,163.7,79.6,35.73,121.32,58.69,138.18,76.94,272.15,117.01,173.23,56.86,82.92,765.85,1490.4,270.55,223.96,151.19,635.84,1109.45
16-07-2009,436.66,72.45,180.14,160.42,79.2,36.04,122.1,59.93,139.05,76.54,276.35,119.1,170.5,57.97,83.6,755.35,1537.85,266.2,224.39,155.61,612.93,1142
17-07-2009,437.03,76.42,194.51,167.4,84.3,36.81,124.41,60.41,143.67,76.56,279.55,118.93,173.84,60.03,86.18,768.6,1640.3,266.75,233.29,160.43,630.87,1181.45
20-07-2009,458.75,75.15,199.48,172.3,89,36.7,124.4,61.52,147.38,76.03,283.15,121.08,176.78,60.39,92.29,790.25,1651.7,267,246.43,168.38,647.96,1209.75
21-07-2009,455.44,73.22,194.06,171.16,88.6,38.66,125.62,61.89,146.09,75.02,282.55,125.05,174.17,60.57,92.05,791.6,1645.15,269.7,242.89,160.64,654.47,1240.05
22-07-2009,445.75,72.67,191.31,169.39,85.6,37.46,125.64,62.82,144.52,73.46,271.5,129.66,182.08,59.48,90.53,751.05,1616.8,269.3,239.98,156.04,643.87,1214.3
23-07-2009,460.61,76.58,200.53,172.72,90.8,39,127.09,65.45,145.91,75.28,284.35,128.82,182.17,62.01,91.61,784.95,1666.55,276.75,244.84,160.26,662.13,1295.8
24-07-2009,455.04,77.4,207.73,169.86,93.8,41.51,124.66,65.82,145,75.43,283.85,130.97,187.48,63.16,92.43,814.95,1735.1,282.65,250.46,158.86,666.49,1378.25
27-07-2009,437.85,79.62,204.15,171.13,93.1,43.04,124.28,66.82,143.34,75.32,283.35,135.34,182.69,68.36,92.37,816,1681.6,299.65,253.49,167.19,666.8,1369.9
28-07-2009,430.39,80.33,206,168.18,93.75,44.2,125.56,66.4,142.45,77.03,283.05,138.45,183.66,68.35,93.1,802.6,1677.1,276.65,249.63,165.63,663.93,1389.05
29-07-2009,435.53,79.23,210.58,165.68,94.6,41.5,118.75,62.86,141.87,78.15,274.05,139.73,183.08,68.75,93.74,805.3,1636.6,268.35,248.09,156,651.58,1398.05
30-07-2009,428.74,80.9,213.26,172.28,93.8,42.42,114.45,60.38,146.44,81.16,280.05,139.6,183.51,68.76,97.78,824.75,1638.35,281.4,251.74,157.19,663.49,1397.05
31-07-2009,441.17,83.07,214.76,181.17,100.3,43.37,117.48,61.2,149.91,79,275.05,141.14,194.01,69.78,98.36,820.3,1605.3,291.5,258.04,163.76,669.49,1414.45
03-08-2009,455.07,82.72,229.73,184.71,108.3,45.52,117.28,60.31,149.35,77.43,282.85,141.43,196.55,74.46,98.52,814.1,1624.25,285.1,259.56,167.25,675.44,1471.9
04-08-2009,460.2,82.17,231.74,185.75,112.9,44.59,115.92,60.62,146.91,81.33,272.4,141.23,190.3,72.87,96.81,817.45,1617.05,294,255.47,175.85,675.27,1492.55
05-08-2009,468.47,81.25,230.29,184.36,110.85,44.4,118.09,60.22,144.79,83.5,275.25,142.85,199.05,71.45,99.97,821.9,1603.9,290.4,262.33,186.31,673.87,1441.7
06-08-2009,461.79,78.03,220.13,179.67,103.5,42.63,119.98,59.41,141.36,84.66,275.75,138.48,192.16,71.85,100.06,801.85,1520.6,278.65,257.3,182.95,660.91,1364.7
07-08-2009,450.73,76.53,208.86,174.33,101.35,42.82,120.15,57.23,139.02,87.02,273.6,133.83,189.85,69.84,100.3,787.55,1479.25,269.6,254.96,177.8,651.73,1293.4
10-08-2009,448.55,74.78,190.03,171.1,101.85,42.78,119.47,57.87,137.54,82.93,281.75,133.02,193.47,67.28,103,779.95,1425.4,260.65,260.96,180.88,638.29,1248.55
11-08-2009,451.33,75.23,196.51,172.93,105.45,43.44,120.78,58.07,137.92,82.6,280.55,134.97,192.09,69.06,102.12,800,1422.05,263.15,260.59,181.53,642.09,1296.3
12-08-2009,449.14,75.95,194.41,170.28,103.55,41.62,123.97,57.57,140.63,85.12,284.9,134.08,187.87,67.59,101.51,800.45,1436.5,256.75,255.35,178.66,632.04,1290.1
